Date, Element No, Used interval, SM16 Interval (new), SM17 Interval (new), SM17/SM16 Interval ratio, R (SM16), R (SM17)(exp), R (SM17), Grade, Success, abs RM16, abs RM17 (expected), abs RM17 (predicted), abs R-Metric, sqr R-Metric, Title,
Jun 17 2022 16:10:39,15,7,20,6,0.32,0.684,0.733,0.733,4,1,0.3164,0.2674,0.2674,0.049,0.0286,使用 SuperMemo，你只需要记得两个快捷键：  [.] - 添加新的问题和回答（新增）  Ctrl+L - 重复要学习的材料（学习）
Jun 17 2022 16:10:49,6,7,20,10,0.5,0.695,0.728,0.728,5,1,0.305,0.2716,0.2716,0.0334,0.0193,[.]是对抗遗忘的关键武器
Jun 17 2022 16:10:55,17,7,23,7,0.32,0.705,0.726,0.726,5,1,0.2945,0.2745,0.2745,0.02,0.0114,使用 SuperMemo，你只需要记得两个快捷键：  Alt+A - [.]新的问题和回答（新增）  Ctrl+L - 重复要学习的材料（学习）
Jun 17 2022 16:14:12,9,7,18,9,0.48,0.715,0.721,0.721,3,1,0.2846,0.2787,0.2787,0.0059,0.0033,任何你使用 SuperMemo 学习的材料都会回来找你，让你复习和重复。每一天，你需要复习安排好的部分学习材料。按下 Ctrl+L，或点击[.]按钮  让我们再测试一次！（按下回车）
Jun 17 2022 16:14:44,23,7,24,4,0.19,0.725,0.719,0.719,4,1,0.2754,0.2814,0.2814,-0.0059,-0.0033,你可以按下[.]（快捷键）在之前浏览过的卡片列表上前进. 注：就像在网页浏览器里面那样
Jun 17 2022 16:14:48,7,7,17,8,0.48,0.733,0.714,0.714,3,1,0.2668,0.2857,0.2857,-0.019,-0.0105,重复是对抗[.]的关键武器
Jun 18 2022 15:07:36,129,2,2,3,1.63,0.907,0.917,0.917,1,0,0.9072,0.917,0.917,-0.0097,-0.0178,已取消网页导航.   你可以尝试以下操作:.    重新键入地址。
Jun 19 2022 22:56:21,128,3,6,5,0.81,0.873,0.857,0.953,3,1,0.1274,0.1429,0.047,0.0805,0.014,py如何在字符串内插入变量
Jun 19 2022 22:56:28,124,4,2,1,0.5,0.822,0.815,0.94,1,0,0.8221,0.8151,0.9403,-0.1182,-0.2083,Below I provide a concise {{executive}} summary
Jun 19 2022 22:56:37,126,4,2,1,0.68,0.806,0.813,0.944,1,0,0.8063,0.8128,0.944,-0.1376,-0.2409,avoid lists_ sets and {{enumerations}}
Jun 19 2022 22:56:43,123,4,8,20,2.54,0.812,0.81,0.947,3,1,0.1882,0.1895,0.0528,0.1354,0.0326,Below I provide a {{concise}} executive summary
Jun 19 2022 22:56:54,122,2,3,4,1.37,0.902,0.786,0.803,3,1,0.0976,0.2138,0.1967,-0.099,-0.0292,The way we formulate knowledge in learning has a {{monumental}} impact on memory.
Jun 19 2022 22:57:00,121,2,1,1,1,0.871,0.786,0.862,1,0,0.8715,0.7862,0.8621,0.0094,0.0163,The way we {{formulate}} knowledge in learning has a monumental impact on memory.
Jun 19 2022 22:57:10,25,2,3,5,1.75,0.87,0.786,0.633,3,1,0.1297,0.2137,0.3666,-0.2369,-0.1176,在你输入完问题后，你可以按 [.] 移动到答案区继续输入。
Jun 19 2022 22:57:18,119,2,1,3,2.81,0.869,0.786,0.703,1,0,0.8692,0.7862,0.7032,0.166,0.261,Each key is an option that {{modifies}} the property identified in the section name
Jun 19 2022 22:57:36,14,9,24,36,1.51,0.56,0.616,0.897,4,1,0.4397,0.3842,0.1033,0.3364,0.1826,使用 SuperMemo，你只需要记得两个快捷键：  Alt+A - 添加新的问题和回答（新增）  [.] - 重复要学习的材料（学习）
Jun 20 2022 15:11:42,135,3,6,7,1.24,0.826,0.856,0.959,3,1,0.1736,0.1438,0.041,0.1326,0.0284,py 如何创建函数
Jun 20 2022 15:11:55,132,3,9,8,0.92,0.828,0.85,0.957,4,1,0.1721,0.15,0.0426,0.1295,0.0278,py 将json转化为object的方法
Jun 20 2022 15:12:10,117,3,2,1,0.5,0.822,0.732,0.488,1,0,0.822,0.7321,0.4878,0.3343,0.4378,When you visit any of our websites_ it may store or {{retrieve}} information on your browser_ mostly in the form of cookies.
Jun 20 2022 15:12:28,130,4,2,1,0.5,0.761,0.814,0.948,1,0,0.7611,0.8138,0.948,-0.1869,-0.3194,py 已知index从list中移除的方法
Jun 20 2022 15:12:36,131,3,9,11,1.2,0.816,0.846,0.959,4,1,0.1838,0.1536,0.0409,0.143,0.0321,py 将object转换为json的方法
Jun 20 2022 15:12:43,121,1,1,1,1.27,0.93,0.931,0.801,1,0,0.9295,0.9311,0.8009,0.1287,0.2227,The way we {{formulate}} knowledge in learning has a monumental impact on memory.
Jun 20 2022 15:12:52,33,3,8,6,0.75,0.86,0.894,0.894,5,1,0.1397,0.1056,0.1056,0.0342,0.0084,你可以按 [.] 排除一张你不想学习的卡片
Jun 20 2022 15:13:02,126,1,2,2,0.81,0.93,0.931,0.889,3,1,0.0696,0.0689,0.1114,-0.0418,-0.0076,avoid lists_ sets and {{enumerations}}
Jun 20 2022 15:13:24,124,1,1,1,1.17,0.93,0.931,0.671,1,0,0.9299,0.931,0.6715,0.2584,0.4138,Below I provide a concise {{executive}} summary
Jul 01 2022 12:18:53,11,15,36,63,1.76,0.895,0.968,0.968,5,1,0.1048,0.0319,0.0319,0.0729,0.01,在你点击学习按钮后，你将要遍历所有被安排到今天复习的材料。按[.]查看下一张卡片。
Jul 01 2022 12:19:16,133,14,1,1,1,0.292,0.458,0.865,1,0,0.2919,0.4583,0.8655,-0.5735,-0.6638,Unlike other languages_ the character a does not {{imply}} the number 97 until it is encoded using ASCII
Jul 01 2022 14:20:58,135,11,1,1,1.11,0.816,0.97,0.97,2,0,0.8161,0.9698,0.9698,-0.1537,-0.2746,py 如何创建函数
Jul 01 2022 14:48:00,121,11,1,2,1.64,0.369,0.315,0.805,1,0,0.3692,0.315,0.8046,-0.4354,-0.5111,The way we {{formulate}} knowledge in learning has a monumental impact on memory.
Jul 01 2022 14:48:20,126,11,18,15,0.84,0.433,0.467,0.467,3,1,0.5667,0.5333,0.5333,0.0334,0.0367,avoid lists_ sets and {{enumerations}}
Jul 01 2022 14:48:49,39,12,27,29,1.08,0.367,0.515,0.887,4,1,0.6325,0.4848,0.1134,0.5192,0.3872,导入一篇网络文章到 SuperMemo：  在你的网页浏览器，复制选中的文本（Ctrl+C）  在 SuperMemo，点击[.]）
Jul 01 2022 14:49:36,15,14,46,57,1.23,0.957,0.972,0.977,5,1,0.0428,0.028,0.0229,0.0198,0.0013,使用 SuperMemo，你只需要记得两个快捷键：  [.] - 添加新的问题和回答（新增）  Ctrl+L - 重复要学习的材料（学习）
Jul 01 2022 14:49:44,134,14,1,1,1,0.265,0.449,0.872,1,0,0.2651,0.4491,0.8717,-0.6066,-0.6896,py 获取某一网页的html
Jul 01 2022 14:50:10,132,11,1,1,1,0.891,0.97,0.97,1,0,0.8912,0.9702,0.9702,-0.0791,-0.1472,py 将json转化为object的方法
Jul 01 2022 14:51:31,131,11,24,63,2.61,0.91,0.97,0.97,3,1,0.0898,0.0298,0.0298,0.06,0.0072,py 将object转换为json的方法
Jul 01 2022 14:51:39,124,11,1,1,1,0.354,0.314,0.819,1,0,0.3537,0.3143,0.8185,-0.4649,-0.5449,Below I provide a concise {{executive}} summary
Jul 01 2022 14:55:53,130,11,15,28,1.87,0.352,0.314,0.831,3,1,0.648,0.6858,0.1693,0.4787,0.3912,py 已知index从list中移除的方法
Jul 01 2022 14:56:30,129,13,16,45,2.83,0.344,0.254,0.328,3,1,0.6564,0.7456,0.6723,-0.0159,-0.0211,已取消网页导航.   你可以尝试以下操作:.    重新键入地址。
Jul 01 2022 14:56:36,119,12,16,29,1.8,0.369,0.293,0.452,3,1,0.6311,0.7075,0.5481,0.083,0.0978,Each key is an option that {{modifies}} the property identified in the section name
Jul 01 2022 14:57:59,119,12,1,5,4.7,0.368,0.293,0.523,1,0,0.3678,0.2925,0.5231,-0.1553,-0.1384,Each key is an option that {{modifies}} the property identified in the section name
Jul 01 2022 14:58:12,128,12,1,4,3.59,0.765,0.969,0.969,2,0,0.7646,0.9687,0.9687,-0.2041,-0.3538,py如何在字符串内插入变量
Jul 01 2022 14:58:55,20,14,32,46,1.43,0.956,0.972,0.983,4,1,0.0441,0.0281,0.0174,0.0267,0.0016,什么时候你会复习一段已经学过的知识？（点击正确答案，并在窗口底部检查 SuperMemo 给出的评分）
Jul 01 2022 14:59:05,125,16,1,1,1.27,0.257,0.4,0.869,1,0,0.2571,0.4002,0.8688,-0.6117,-0.6888,start from basics before going into {{complexities}}
Jul 01 2022 15:01:59,122,12,18,16,0.87,0.623,0.672,0.672,3,1,0.3766,0.3282,0.3282,0.0484,0.0341,The way we formulate knowledge in learning has a {{monumental}} impact on memory.
Jul 01 2022 15:02:05,117,11,1,1,1,0.389,0.314,0.473,1,0,0.3889,0.314,0.4735,-0.0846,-0.073,When you visit any of our websites_ it may store or {{retrieve}} information on your browser_ mostly in the form of cookies.
Jul 01 2022 15:03:15,30,14,33,53,1.61,0.955,0.972,0.984,4,1,0.0449,0.0281,0.0158,0.0291,0.0018,SuperMemo 会让你复习多少次
Jul 01 2022 15:03:32,118,15,39,54,1.38,0.897,0.963,0.982,4,1,0.1028,0.0372,0.0183,0.0845,0.0102,These include each skin_s position_ transparency_ draggability_ active or inactive state_ _snapping_ behavior_ and other general options.
Jul 01 2022 15:03:42,23,14,44,75,1.71,0.956,0.972,0.987,5,1,0.0439,0.0281,0.0135,0.0304,0.0017,你可以按下[.]（快捷键）在之前浏览过的卡片列表上前进. 注：就像在网页浏览器里面那样
Jul 01 2022 15:03:57,9,14,33,73,2.23,0.917,0.972,0.987,5,1,0.0831,0.028,0.0127,0.0704,0.0067,任何你使用 SuperMemo 学习的材料都会回来找你，让你复习和重复。每一天，你需要复习安排好的部分学习材料。按下 Ctrl+L，或点击[.]按钮  让我们再测试一次！（按下回车）
Jul 17 2022 11:50:11,133,16,1,3,2.57,0.208,0.186,0.37,1,0,0.2078,0.1857,0.3698,-0.162,-0.0936,Unlike other languages_ the character a does not {{imply}} the number 97 until it is encoded using ASCII
Jul 17 2022 11:50:28,135,16,22,44,2.01,0.266,0.187,0.336,3,1,0.734,0.8126,0.6637,0.0703,0.0983,py 如何创建函数
Jul 17 2022 11:51:10,123,28,50,69,1.38,0.633,0.934,0.977,3,1,0.3672,0.0657,0.0235,0.3437,0.1343,Below I provide a {{concise}} executive summary
Jul 17 2022 11:51:34,123,28,66,68,1.03,0.486,0.934,0.978,4,1,0.5143,0.0657,0.022,0.4923,0.264,Below I provide a {{concise}} executive summary
Jul 17 2022 11:51:55,134,16,1,19,18.62,0.245,0.188,0.396,1,0,0.2446,0.1877,0.3956,-0.1511,-0.0967,py 获取某一网页的html
Jul 17 2022 11:56:55,132,16,26,44,1.68,0.274,0.188,0.363,5,1,0.7263,0.8123,0.6371,0.0892,0.1216,py 将json转化为object的方法
Jul 17 2022 11:57:09,29,30,1,1,1,0.839,0.941,0.981,2,0,0.8387,0.9409,0.981,-0.1423,-0.2589,如果你每天都完成复习（点击学习按钮），SuperMemo 能确保你记住 [.] 学过的内容。每天只有很小比例学习材料会被安排复习。如果你想要确保 95% 的保留率，这个比例是必要的。
Jul 17 2022 12:00:26,125,16,22,46,2.08,0.297,0.188,0.411,3,1,0.7032,0.8123,0.5887,0.1145,0.1479,start from basics before going into {{complexities}}
Jul 17 2022 12:03:41,126,16,27,21,0.77,0.938,0.912,0.912,3,1,0.0616,0.0882,0.0882,-0.0266,-0.004,avoid lists_ sets and {{enumerations}}
Jul 17 2022 12:03:53,128,16,22,48,2.2,0.317,0.205,0.454,3,1,0.6826,0.7953,0.5459,0.1367,0.168,py如何在字符串内插入变量
Jul 17 2022 12:04:02,119,16,1,1,1.18,0.303,0.188,0.488,1,0,0.3033,0.1877,0.488,-0.1847,-0.1462,Each key is an option that {{modifies}} the property identified in the section name
Jul 17 2022 12:04:08,122,16,29,38,1.3,0.945,0.887,0.911,4,1,0.0549,0.1132,0.0891,-0.0343,-0.0049,The way we formulate knowledge in learning has a {{monumental}} impact on memory.
Jul 17 2022 12:04:16,117,16,1,1,1.13,0.302,0.188,0.458,1,0,0.302,0.1877,0.458,-0.156,-0.1185,When you visit any of our websites_ it may store or {{retrieve}} information on your browser_ mostly in the form of cookies.
Jul 18 2022 15:25:58,119,1,1,2,1.69,0.925,0.887,0.521,1,0,0.9255,0.8868,0.5212,0.4042,0.5848,Each key is an option that {{modifies}} the property identified in the section name
Jul 18 2022 15:26:27,117,1,1,1,1,0.925,0.887,0.555,1,0,0.9252,0.8868,0.5548,0.3705,0.5483,When you visit any of our websites_ it may store or {{retrieve}} information on your browser_ mostly in the form of cookies.
Jul 18 2022 15:26:33,53,1,3,4,1.33,0.93,0.961,0.988,5,1,0.0705,0.0391,0.0118,0.0586,0.0048,在你创建一个完型填空后，你可以点击按钮，或按下[.]查看你挖空的结果
Jul 18 2022 15:45:03,29,1,2,7,3.38,0.929,0.885,0.584,4,1,0.0707,0.1149,0.4163,-0.3456,-0.1683,如果你每天都完成复习（点击学习按钮），SuperMemo 能确保你记住 [.] 学过的内容。每天只有很小比例学习材料会被安排复习。如果你想要确保 95% 的保留率，这个比例是必要的。
Jul 19 2022 12:24:14,52,2,4,3,0.8,0.865,0.913,0.979,3,1,0.1349,0.0874,0.0215,0.1134,0.0177,挖空后，点击[.]来查看结果
Jul 19 2022 12:34:18,50,2,4,3,0.75,0.864,0.911,0.978,3,1,0.1356,0.0888,0.0218,0.1138,0.0179,选中关键词，并按下[.]，可创建问答卡片（完型填空）
Jul 20 2022 10:01:38,2381,1,2,4,1.81,0.929,0.96,0.988,3,1,0.0706,0.0399,0.012,0.0587,0.0048,I needed to accommodate to the new schedule .
Jul 20 2022 10:01:43,50,1,2,3,1.56,0.929,0.96,0.988,4,1,0.071,0.0404,0.0121,0.0589,0.0049,选中关键词，并按下[.]，可创建问答卡片（完型填空）
Jul 20 2022 10:01:54,133,3,5,2,0.41,0.796,0.828,0.514,4,1,0.2044,0.1724,0.4864,-0.282,-0.1948,Unlike other languages_ the character a does not {{imply}} the number 97 until it is encoded using ASCII
Jul 21 2022 22:12:38,2590,1,3,10,3.47,0.928,0.917,0.979,5,1,0.0716,0.0825,0.0205,0.0511,0.0047,There is about half an acre around the house .
Jul 21 2022 22:12:46,2487,1,1,1,1,0.928,0.925,0.981,1,0,0.928,0.9253,0.9811,-0.053,-0.1012,This landscape seemed to trap and amplify sounds .
Jul 21 2022 22:12:51,1416,1,2,5,2.64,0.928,0.924,0.982,4,1,0.0723,0.0761,0.0184,0.0539,0.0049,He never ceases to amaze me .
Jul 21 2022 22:34:25,1164,1,2,4,2.22,0.927,0.918,0.98,4,1,0.0726,0.0819,0.0196,0.053,0.0049,Brass is an alloy of copper and zinc .
Jul 21 2022 22:34:31,1125,1,2,3,1.56,0.927,0.914,0.98,3,1,0.0729,0.0862,0.0204,0.0526,0.0049,She tried to accustom herself to the tight bandages .
Jul 21 2022 22:34:48,1947,1,1,2,2.09,0.927,0.919,0.981,1,0,0.9267,0.9192,0.9807,-0.0539,-0.1028,Brass is an alloy of copper and zinc .1
Jul 21 2022 22:34:51,354,1,2,4,1.93,0.926,0.911,0.98,3,1,0.0735,0.089,0.0201,0.0534,0.005,Lead can accumulate in the body until toxic levels are reached.
Jul 21 2022 22:35:04,702,1,2,4,2.07,0.926,0.912,0.98,3,1,0.0738,0.0881,0.0199,0.0539,0.0051,She didn_t give an adequate explanation for being late .
Jul 21 2022 22:35:11,1475,1,2,6,3.2,0.926,0.912,0.98,3,1,0.0741,0.0879,0.0199,0.0542,0.0051,He laughs loudly when I accuse him of fibbing .0
Jul 21 2022 22:35:15,2409,1,2,6,2.88,0.926,0.913,0.98,3,1,0.0744,0.0871,0.0197,0.0546,0.0051,Lead can accumulate in the body until toxic levels are reached .0
Jul 21 2022 22:35:24,1264,1,1,1,1,0.925,0.914,0.98,1,0,0.9253,0.9138,0.9804,-0.0551,-0.105,Lead can accumulate in the body until toxic levels are reached .
Jul 21 2022 22:35:30,2985,1,1,1,1.02,0.925,0.909,0.98,1,0,0.9251,0.9092,0.9803,-0.0553,-0.1053,It is a difficult job and they should be paid accordingly .
Jul 21 2022 22:35:34,1076,1,2,6,3.24,0.925,0.904,0.98,4,1,0.0752,0.0961,0.0198,0.0553,0.0053,They planned to march on and liberate the city .0
Jul 21 2022 22:35:38,2147,1,3,3,1.07,0.925,0.905,0.98,5,1,0.0755,0.0948,0.0196,0.0558,0.0053,There is an abundant supply of cheap labour .1
Jul 21 2022 22:35:47,2276,2,7,12,1.75,0.854,0.862,0.973,5,1,0.1457,0.1383,0.0267,0.119,0.0205,There is usually room to accommodate up to 80 visitors.
Jul 21 2022 22:35:52,1502,1,2,7,3.45,0.924,0.908,0.981,3,1,0.0759,0.0921,0.0192,0.0568,0.0054,You can claim back the tax on your purchases.
Jul 22 2022 09:58:46,1681,2,1,1,1,0.853,0.879,0.976,1,0,0.8534,0.8788,0.9761,-0.1227,-0.2245,The Senate has now endorsed the bill and can_t turn back .
Jul 22 2022 09:58:51,1954,2,7,3,0.48,0.853,0.877,0.977,5,1,0.147,0.1235,0.0234,0.1236,0.0211,But you can use it as an adjective to give emphasis to the word that follows it.
Jul 22 2022 09:58:59,53,4,13,41,3.17,0.911,0.983,0.983,5,1,0.0894,0.0166,0.0166,0.0728,0.0077,在你创建一个完型填空后，你可以点击按钮，或按下[.]查看你挖空的结果
Jul 22 2022 09:59:17,2487,1,1,1,1,0.923,0.95,0.529,1,0,0.9232,0.9496,0.5294,0.3939,0.5721,This landscape seemed to trap and amplify sounds .
Jul 22 2022 09:59:24,1264,1,2,1,0.5,0.924,0.951,0.57,3,1,0.076,0.0488,0.4297,-0.3537,-0.1789,Lead can accumulate in the body until toxic levels are reached .
Jul 22 2022 09:59:42,2818,2,5,5,1.08,0.855,0.876,0.976,4,1,0.1453,0.1244,0.0236,0.1217,0.0206,There is an abundant supply of cheap labour .
Jul 22 2022 09:59:48,1306,2,5,5,0.94,0.854,0.886,0.978,4,1,0.1457,0.1137,0.0219,0.1238,0.0208,The aluminium body is 12% lighter than if built with steel .
Jul 22 2022 09:59:59,1326,2,1,1,1,0.854,0.887,0.978,1,0,0.8538,0.8869,0.9782,-0.1244,-0.2279,He never ceases to amaze me .0
Jul 22 2022 10:00:06,2420,2,5,9,1.84,0.853,0.875,0.977,4,1,0.1466,0.1251,0.0229,0.1237,0.021,Here it is an adverb .
Jul 22 2022 10:00:25,568,2,4,7,1.74,0.853,0.875,0.977,3,1,0.147,0.1249,0.0229,0.1242,0.0211,Critics claim the trucks are unsafe.
Jul 22 2022 10:00:31,1209,2,6,3,0.54,0.853,0.885,0.979,4,1,0.1474,0.1154,0.0214,0.126,0.0213,I found the letter amongst his papers .
Jul 22 2022 10:00:49,1254,2,1,1,1,0.852,0.875,0.977,1,0,0.8522,0.8755,0.9772,-0.1249,-0.2286,The coroner recorded a verdict of accidental death .1
Jul 22 2022 10:00:55,1854,2,7,4,0.63,0.852,0.873,0.978,5,1,0.1482,0.127,0.0224,0.1257,0.0215,But you can use it as an adjective to give emphasis to the word that follows it.1
Jul 22 2022 10:01:05,2985,1,1,2,2,0.923,0.951,0.532,2,0,0.9226,0.9511,0.5317,0.3909,0.5684,It is a difficult job and they should be paid accordingly .
Jul 22 2022 10:04:54,948,2,4,8,2.09,0.852,0.874,0.978,3,1,0.1481,0.1264,0.0223,0.1257,0.0214,By his own admission_ he was smoking and drinking too much.
Jul 22 2022 10:04:59,928,2,4,10,2.43,0.852,0.873,0.978,3,1,0.1484,0.1273,0.0225,0.1259,0.0215,The user can plug any accessory directly into the ball _ like a lamp to study or a cell phone charger .0
Jul 22 2022 10:05:11,2310,2,1,4,3.89,0.851,0.875,0.978,1,0,0.8512,0.8747,0.9778,-0.1266,-0.2316,There is an acute shortage of water .
Jul 22 2022 10:05:18,1775,2,4,3,0.73,0.851,0.869,0.978,3,1,0.1491,0.1307,0.0223,0.1269,0.0217,She sat at her loom and continued to weave .0
Jul 22 2022 10:05:26,1052,2,1,3,3.43,0.85,0.872,0.978,1,0,0.8505,0.8721,0.9781,-0.1277,-0.2334,Early booking is advisable .
Jul 22 2022 10:11:54,653,2,1,1,1,0.85,0.866,0.978,1,0,0.8501,0.8656,0.9779,-0.1278,-0.2336,The Senate has now endorsed the bill and can_t turn back .0
Jul 22 2022 10:12:01,2574,2,7,8,1.11,0.85,0.863,0.978,5,1,0.1502,0.1372,0.0218,0.1283,0.0221,The coroner recorded a verdict of accidental death .
Jul 22 2022 10:12:13,2616,2,4,10,2.55,0.85,0.863,0.978,3,1,0.1505,0.1368,0.0218,0.1287,0.0222,The user can plug any accessory directly into the ball _ like a lamp to study or a cell phone charger .1
Jul 22 2022 10:12:22,1747,2,4,8,2.07,0.849,0.864,0.978,3,1,0.1508,0.1359,0.0217,0.1291,0.0223,Those products have rightly been stopped in accordance with our safety routines .
Jul 22 2022 10:12:33,2778,2,4,8,1.94,0.849,0.863,0.978,3,1,0.1511,0.1367,0.0218,0.1294,0.0224,The principal is a very busy woman .
Jul 22 2022 10:12:38,2139,2,7,5,0.74,0.849,0.864,0.978,5,1,0.1515,0.1355,0.0216,0.1299,0.0225,Her father was shot by someone trying to rob his small retail shop .0
Jul 22 2022 10:28:09,777,2,4,3,0.67,0.848,0.866,0.979,3,1,0.1518,0.1339,0.0214,0.1304,0.0226,I made the acquaintance of several musicians around that time .
Jul 24 2022 12:29:21,1603,2,6,6,0.97,0.848,0.876,0.98,4,1,0.1521,0.1245,0.0202,0.1319,0.0227,AHK 赋值的方法
Jul 24 2022 12:29:25,1392,2,6,3,0.45,0.848,0.875,0.98,4,1,0.1524,0.1249,0.0203,0.1322,0.0228,AHK 如何使用变量
Jul 24 2022 12:29:47,1572,2,5,5,0.97,0.847,0.876,0.98,3,1,0.1527,0.1243,0.0202,0.1325,0.0229,AHK 回车键怎么表示
Jul 24 2022 12:31:09,1947,3,4,4,1.07,0.783,0.762,0.472,3,1,0.2166,0.238,0.5285,-0.3119,-0.2324,Brass is an alloy of copper and zinc .1
Jul 24 2022 12:31:51,1966,4,1,1,1,0.723,0.746,0.963,2,0,0.7233,0.7462,0.9633,-0.24,-0.4049,These results accord closely with our predictions .
Jul 24 2022 12:35:39,313,2,6,5,0.83,0.85,0.874,0.98,4,1,0.1499,0.126,0.0199,0.13,0.0221,AHK 左右Ctrl键怎么表示
Jul 24 2022 12:37:12,1105,2,5,6,1.11,0.85,0.875,0.98,3,1,0.1502,0.1254,0.0198,0.1304,0.0222,AHK Shift键是哪个符号
Jul 24 2022 12:37:23,2967,2,5,5,0.96,0.85,0.875,0.98,3,1,0.1505,0.1247,0.0197,0.1308,0.0223,AHK Ctrl键是哪个符号
Jul 24 2022 12:37:58,3090,2,1,3,2.56,0.849,0.876,0.98,1,0,0.8492,0.8759,0.9804,-0.1312,-0.24,AHK Alt键是哪个符号
Jul 24 2022 12:39:27,231,2,1,1,1.03,0.849,0.859,0.979,1,0,0.849,0.859,0.9789,-0.1299,-0.2374,AHK 热字串执行命令怎么写
Jul 24 2022 12:41:58,837,2,1,1,1,0.849,0.855,0.979,2,0,0.8486,0.8549,0.9789,-0.1303,-0.2381,AHK 热字串替换文字怎么写
Jul 24 2022 12:42:03,2125,2,4,8,2.01,0.848,0.886,0.983,3,1,0.1517,0.1143,0.0171,0.1345,0.0227,The sailor coiled the rope around the anchor .
Jul 24 2022 12:42:13,2895,4,14,21,1.54,0.719,0.732,0.966,4,1,0.2807,0.2681,0.0342,0.2465,0.0776,He has also called for an acceleration of political reforms .
Jul 24 2022 12:42:16,2863,4,14,14,1,0.719,0.729,0.965,4,1,0.2813,0.2711,0.0346,0.2467,0.0779,She sat at her loom and continued to weave .
Jul 24 2022 12:43:12,317,2,5,12,2.3,0.848,0.848,0.979,3,1,0.1524,0.1518,0.0213,0.1311,0.0228,AHK 如何查看当前变量的值(debug)
Jul 24 2022 12:45:43,280,4,1,1,1.33,0.718,0.733,0.966,1,0,0.7178,0.7331,0.9659,-0.2481,-0.4177,Jack collapsed in agony on the floor .
Jul 24 2022 12:45:53,664,4,14,12,0.89,0.717,0.729,0.966,4,1,0.2826,0.2706,0.0336,0.249,0.0787,Some are so accustomed to pigging out _ they can _t cut back .
